Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2024-11-19 01:20 (GMT),On Demand,Kirra Michel,30,Meditation,Sleep,30 min Sleep Meditation,2024-11-10 06:00 (GMT),,,,,,,,,,
2024-11-20 21:15 (UTC),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2020-03-27 20:00 (UTC),46,112,38%,86,16.23,1.86,62,,,
2024-11-20 21:24 (GMT),,,33,Cycling,,33 min Entertainment Ride,,256,127,40%,87,17.91,10.01,345,,,
2024-11-21 02:16 (GMT),On Demand,Kirra Michel,30,Meditation,Sleep,30 min Sleep Meditation,2024-11-10 06:00 (GMT),,,,,,,,,,
2024-11-22 23:33 (GMT),On Demand,Kirra Michel,30,Yoga,Sculpt Flow,30 min Nirvana Yoga Conditioning,2024-11-21 23:10 (GMT),,,,,,,30,,,
2024-11-23 23:33 (GMT),On Demand,Denis Morton,30,Yoga,Focus Flow,30 min Focus Flow: Core,2024-11-23 18:24 (GMT),,,,,,,27,,,
2024-11-24 13:44 (UTC),On Demand,Mila Lazar,20,Cycling,Music,20 min 90s Dance Ride,2024-11-23 15:30 (UTC),87,140,41%,88,18.51,3.21,118,,,
2024-11-25 01:26 (GMT),On Demand,Aditi Shah,20,Meditation,Sleep,20 min Sleep Meditation,2024-11-18 04:00 (GMT),,,,,,,,,,
2024-11-25 23:43 (UTC),On Demand,Erik Jager,30,Strength,Full Body,30 min 80s Full Body Strength,2024-11-25 16:22 (UTC),,,,,,,118,,,
2024-11-26 18:53 (UTC),On Demand,Olivia Amato,30,Running,Endurance,30 min Endurance Run,2024-11-04 15:00 (UTC),736,,,,9.13,4.57,575,,1.67,6:34
2024-11-26 19:25 (UTC),On Demand,Matt Wilpers,5,Running,Cool Down,5 min Cool Down Run,2024-05-23 14:00 (UTC),35,,,,2.70,0.23,27,,1.00,22:13
2024-11-27 23:52 (UTC),On Demand,Chelsea Jackson Roberts,10,Meditation,Theme,10 min Gratitude Gathering,2024-11-27 12:56 (UTC),,,,,,,,,,
2024-11-28 23:30 (GMT),On Demand,Multiple Instructors ,45,Strength,Full Body,45 min The Feast: Full Body Strength,2024-11-28 12:15 (GMT),,,,,,,57,,,
2024-11-29 20:00 (UTC),Live,Robin Arzon,30,Walking,Hiking,30 min Hike,2024-11-29 19:55 (UTC),605,,,,5.26,2.63,473,,,
2024-11-30 22:33 (GMT),On Demand,Jess Sims,20,Strength,Full Body,20 min Full Body Strength,2024-11-25 14:25 (GMT),,,,,,,27,,,
2024-12-01 09:30 (UTC),Live,Susie Chan,45,Running,Endurance,45 min Endurance Run,2024-12-01 09:25 (UTC),1053,,,,8.89,6.67,688,158.34,1.27,6:45
2024-12-01 10:18 (UTC),On Demand,Matt Wilpers,10,Running,Cool Down Run,10 min Cool Down Run,2024-10-23 04:00 (UTC),51,,,,1.98,0.33,95,122.14,1.00,30:14
2024-12-01 10:29 (UTC),On Demand,Matt Wilpers,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2024-01-30 07:00 (UTC),,,,,,,25,93.59,,
2024-12-01 10:35 (UTC),On Demand,Rebecca Kennedy,10,Stretching,Foam Rolling,10 min Foam Rolling: Glutes & Calves,2023-11-07 15:00 (UTC),,,,,,,59,99.20,,
2024-12-02 23:29 (GMT),On Demand,Kirra Michel,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-12-02 05:00 (GMT),,,,,,,17,,,
2024-12-03 01:22 (GMT),On Demand,Aditi Shah,30,Meditation,Sleep,30 min Sleep Meditation,2024-12-02 03:00 (GMT),,,,,,,,,,
2024-12-04 23:29 (GMT),On Demand,Adrian Williams,30,Strength,Upper Body,30 min Upper Body Strength,2024-12-04 05:00 (GMT),,,,,,,28,,,
2024-12-05 11:24 (UTC),On Demand,Andy Speer,5,Running,Warm Up,5 min Warm Up Run,2024-10-22 04:00 (UTC),0,,,,0,0,0,,0,
2024-12-05 11:30 (UTC),Live,Matt Wilpers,30,Running,Endurance,30 min Endurance Run,2024-12-05 11:26 (UTC),694,,,,8.53,4.24,330,130.95,2.04,7:02
2024-12-05 12:03 (UTC),On Demand,Marcel Dinkins,10,Running,Cool Down,10 min Cool Down Run,2024-11-26 05:00 (UTC),94,,,,3.06,0.50,80,126.78,5.33,19:37
2024-12-06 07:31 (GMT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-11-26 12:24 (GMT),,,,,,,,,,
2024-12-06 23:44 (UTC),On Demand,Kirra Michel,5,Meditation,Relaxation,5 min Relaxing Meditation,2024-11-27 05:00 (UTC),,,,,,,,,,
2024-12-08 00:00 (GMT),On Demand,Denis Morton,30,Yoga,Flow,30 min 80s Yoga Flow,2024-12-07 18:26 (GMT),,,,,,,29,,,
2024-12-08 23:46 (GMT),On Demand,Nico Sarani,30,Yoga,Flow,30 min Yoga Flow,2024-12-08 18:24 (GMT),,,,,,,74,,,
2024-12-09 19:27 (UTC),On Demand,Mariana Fernandez,60,Running,Intervals,60 min Intervals Run,2024-11-11 05:00 (UTC),1262,,,,8.08,8.05,797,146.38,1.13,7:25
2024-12-09 20:37 (UTC),On Demand,Olivia Amato,5,Running,Cool Down,5 min Cool Down Run,2024-05-30 14:00 (UTC),55,,,,4.27,0.35,50,126.66,1.00,14:03
2024-12-10 21:28 (-03),On Demand,Selena Samuela,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-12-09 02:00 (-03),,,,,,,20,,,
2024-12-11 00:44 (GMT),On Demand,Kirra Michel,30,Meditation,Sleep,30 min Sleep Meditation,2024-12-09 03:00 (GMT),,,,,,,,,,
2024-12-12 11:30 (GMT),Live,Matt Wilpers,20,Running,Intervals,20 min Intervals Run,2024-12-12 11:25 (GMT),0,,,,14.41,3.55,94,,0,4:10
2024-12-12 14:00 (GMT),Live,Marcel Dinkins,30,Walking,Walk + Run,30 min Walk + Run,2024-12-12 13:53 (GMT),0,,,,6.08,3.34,185,,,
2024-12-12 22:30 (GMT),Live,Jess King,30,Cycling,Music,30 min House Ride,2024-12-12 22:25 (GMT),0,0,0%,0,0,0,119,,,
2024-12-13 21:09 (UTC),On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2024-10-20 11:55 (UTC),136,155,43%,87,19.09,4.63,182,,,
2024-12-13 21:28 (UTC),On Demand,Charlotte Weidenbach,15,Cycling,Music,15 min Techno Ride,2024-12-10 05:55 (UTC),149,165,48%,78,19.64,4.91,200,,,
2024-12-13 21:46 (UTC),On Demand,Ben Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-08-11 08:00 (UTC),,,,,,,14,,,
2024-12-14 23:44 (GMT),On Demand,Denis Morton,30,Yoga,Slow Flow,30 min Slow Flow,2024-12-14 18:26 (GMT),,,,,,,71,,,
2024-12-15 01:22 (GMT),On Demand,Kirra Michel,30,Meditation,Sleep,30 min Sleep Meditation,2024-09-23 00:00 (GMT),,,,,,,,,,
2024-12-16 01:12 (GMT),On Demand,Kirra Michel,30,Meditation,Sleep,30 min Sleep Meditation,2024-11-10 06:00 (GMT),,,,,,,,,,
2024-12-16 23:55 (UTC),On Demand,Ben Alldis,10,Strength,Core,10 min Core Strength,2024-12-16 11:44 (UTC),,,,,,,39,,,
2024-12-17 02:10 (GMT),On Demand,Aditi Shah,30,Meditation,Sleep,30 min Sleep Meditation,2024-11-04 03:15 (GMT),,,,,,,,,,
2024-12-17 08:15 (GMT),On Demand,Aditi Shah,5,Meditation,Morning,5 min Morning Meditation,2024-12-03 12:25 (GMT),,,,,,,,,,
2024-12-17 23:47 (UTC),On Demand,Ally Love,30,Strength,Barre,30 min Pop Punk Barre,2024-12-17 14:24 (UTC),,,,,,,117,,,
2024-12-18 23:50 (GMT),On Demand,Jess King,20,Cycling,Low Impact,20 min Sweat Steady: Low Impact Ride,2024-12-18 05:00 (GMT),0,0,0%,0,0,0,79,,,
2024-12-19 23:22 (GMT),Live,Denis Morton,30,Yoga,Flow,30 min Sia Yoga Flow,2024-12-19 23:11 (GMT),,,,,,,24,,,
2024-12-20 01:02 (GMT),On Demand,Kirra Michel,30,Meditation,Sleep,30 min Sleep Meditation,2024-11-10 06:00 (GMT),,,,,,,,,,
2024-12-20 10:59 (UTC),On Demand,Marcel Dinkins,5,Running,Warm Up,5 min Warm Up Run,2024-11-19 05:00 (UTC),26,,,,2.00,0.17,20,,1.00,30:00
2024-12-20 11:05 (UTC),On Demand,Erik Jager,10,Running,Warm Up,10 min Warm Up Run,2024-10-15 15:00 (UTC),71,,,,2.81,0.46,57,,1.00,21:21
2024-12-20 11:21 (UTC),On Demand,Susie Chan,30,Running,Theme,30 min Holiday Run,2024-12-15 09:25 (UTC),641,,,,8.10,4.03,503,,1.39,7:24
2024-12-20 12:04 (UTC),On Demand,Selena Samuela,10,Walking,Theme,Extra 10: Listening Party Walk,2024-11-01 04:00 (UTC),95,,,,3.68,0.61,75,,,
2024-12-20 12:14 (UTC),On Demand,Mariana Fernandez,5,Running,Cool Down,5 min Cool Down Run,2024-12-10 05:00 (UTC),24,,,,2.91,0.15,30,,1.00,20:37
2024-12-20 12:18 (UTC),On Demand,Denis Morton,5,Yoga,Yoga Basics,5 min Basics: Warrior 2,2024-05-29 14:00 (UTC),,,,,,,12,,,
2024-12-20 12:30 (GMT),Live,Denis Morton,30,Yoga,Flow,30 min Reset,2024-12-20 12:26 (GMT),,,,,,,75,,,
2024-12-21 00:44 (GMT),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2024-03-15 23:00 (GMT),,,,,,,,,,
2024-12-21 23:26 (GMT),On Demand,Kirra Michel,30,Meditation,Sleep,30 min Sleep Meditation,2024-11-10 06:00 (GMT),,,,,,,,,,
2024-12-22 23:39 (UTC),On Demand,Kirra Michel,60,Yoga,Flow,60 min Yoga Flow,2024-12-21 16:25 (UTC),,,,,,,162,,,
2024-12-23 01:17 (GMT),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-05-31 16:00 (GMT),,,,,,,,,,
2024-12-23 05:33 (UTC),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-05-31 15:00 (UTC),,,,,,,,,,
2024-12-23 19:15 (UTC),On Demand,Chelsea Jackson Roberts,30,Meditation,Sleep,30 min Sleep Meditation,2024-12-23 04:00 (UTC),,,,,,,,,,
2024-12-24 00:21 (GMT),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-03-17 15:00 (GMT),,,,,,,,,,
2024-12-24 14:21 (UTC),On Demand,Chelsea Jackson Roberts,30,Meditation,Sleep,30 min Sleep Meditation,2024-12-23 04:00 (UTC),,,,,,,,,,
2024-12-25 23:16 (GMT),Live,Chelsea Jackson Roberts,30,Yoga,Theme,30 min Holiday Yoga Flow,2023-12-01 18:54 (GMT),,,,,,,43,,,
2024-12-26 23:51 (UTC),On Demand,Kirra Michel,20,Yoga,Flow,20 min Yoga Flow,2024-12-17 23:09 (UTC),,,,,,,55,,,
2024-12-27 01:11 (GMT),On Demand,Aditi Shah,15,Meditation,Sleep,15 min Sleep Meditation,2024-12-23 03:00 (GMT),,,,,,,,,,
2024-12-27 23:52 (GMT),On Demand,Chelsea Jackson Roberts,30,Meditation,Sleep,30 min Sleep Meditation,2024-12-23 04:00 (GMT),,,,,,,,,,
2024-12-28 23:38 (UTC),On Demand,Aditi Shah,15,Meditation,Sleep,15 min Sleep Meditation,2024-12-23 03:00 (UTC),,,,,,,,,,
2024-12-29 18:31 (UTC),Live,Jon Hosking,30,Running,Music,30 min Top 50 Music Run: #20-11,2024-12-29 05:00 (UTC),681,,,,8.53,4.26,534,,1.55,7:02
2024-12-29 19:07 (UTC),On Demand,Jon Hosking,5,Walking,Cool Down,5 min Cool Down Walk,2024-01-30 07:00 (UTC),29,,,,2.26,0.19,23,,,
2024-12-30 02:09 (GMT),On Demand,Kirra Michel,20,Meditation,Sleep,20 min Sleep Meditation,2024-11-25 04:00 (GMT),,,,,,,,,,
2024-12-30 13:44 (UTC),On Demand,Rebecca Kennedy,30,Strength,Upper Body,30 min Top 50 Music Upper Body: #30-21,2024-12-28 05:00 (UTC),,,,,,,174,,,
2024-12-30 14:18 (UTC),On Demand,Ben Alldis,30,Strength,Full Body,30 min Top 50 Music Full Body: #40-31,2024-12-27 05:00 (UTC),,,,,,,174,,,
2024-12-31 01:54 (GMT),On Demand,Aditi Shah,30,Meditation,Sleep,30 min Sleep Meditation,2024-11-04 03:15 (GMT),,,,,,,,,,
2024-12-31 13:16 (GMT),,,83,Walking,,83 min 14 sec Outdoor Walking,,535,,,,1.59,2.94,260,,,
2025-01-01 18:23 (UTC),On Demand,Mayla Wedekind,5,Running,Warm Up,5 min Warm Up Run,2024-11-28 05:00 (UTC),20,,,,1.59,0.13,16,,0.78,37:48
2025-01-01 18:30 (UTC),On Demand,Becs Gentry,30,Running,Endurance,30 min Recovery Run,2024-08-29 11:00 (UTC),548,,,,7.04,3.52,407,148.02,1.00,8:31
2025-01-01 19:09 (UTC),On Demand,Matt Wilpers,30,Running,Music,30 min EDM Run,2024-12-19 11:24 (UTC),575,,,,7.17,3.58,357,130.75,1.61,8:22
2025-01-01 19:40 (UTC),On Demand,Matt Wilpers,5,Running,Cool Down,5 min Cool Down Run,2024-05-23 14:00 (UTC),48,,,,3.70,0.31,58,135.23,1.00,16:13
2025-01-02 09:57 (GMT),On Demand,Chelsea Jackson Roberts,30,Yoga,Theme,30 min New Year's Day Yoga Flow,2024-12-31 05:00 (GMT),,,,,,,82,,,
2025-01-02 11:10 (GMT),On Demand,Adrian Williams,30,Strength,Lower Body,30 min Top 50 Music Lower Body: #20-11,2024-12-29 05:00 (GMT),,,,,,,119,,,
2025-01-02 23:49 (GMT),On Demand,Adrian Williams,30,Stretching,Full Body Stretch,30 min Full Body Stretch,2024-11-08 05:00 (GMT),,,,,,,59,,,
2025-01-03 01:26 (GMT),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2024-04-24 16:00 (GMT),,,,,,,,,,
2025-01-03 13:42 (GMT),On Demand,Rebecca Kennedy,30,Strength,Full Body,30 min Full Body Strength,2024-10-01 16:54 (GMT),,,,,,,117,,,
2025-01-03 15:22 (GMT),On Demand,Adrian Williams,30,Strength,Upper Body,30 min Holiday Upper Body Strength,2024-12-20 16:54 (GMT),,,,,,,110,108.00,,
2025-01-03 15:54 (GMT),On Demand,Jermaine Johnson,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-01-03 05:00 (GMT),,,,,,,17,95.00,,
2025-01-03 22:54 (GMT),On Demand,Olivia Amato,15,Strength,Core,15 min Core Strength,2024-03-23 11:55 (GMT),,,,,,,38,,,
2025-01-04 01:19 (GMT),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-11-29 16:00 (GMT),,,,,,,,,,
2025-01-04 10:49 (UTC),On Demand,Mariana Fernandez,45,Yoga,Morning,45 min Morning Yoga Flow,2024-12-22 14:24 (UTC),,,,,,,115,,,
2025-01-04 12:19 (GMT),On Demand,Matty Maggiacomo,20,Stretching,Full Body Stretch,20 min New Year's Day Full Body Stretch,2024-12-31 05:00 (GMT),,,,,,,39,,,
2025-01-04 12:41 (UTC),On Demand,Matt Wilpers,10,Running,Warm Up,10 min Warm Up Run,2024-09-24 04:00 (UTC),172,,,,6.41,1.07,134,,1.73,9:21
2025-01-04 12:53 (UTC),On Demand,Matt Wilpers,45,Running,Endurance,45 min Endurance Run,2024-11-04 15:00 (UTC),964,,,,7.78,5.83,753,,2.20,7:43
2025-01-04 13:40 (UTC),On Demand,Matt Wilpers,5,Running,Cool Down,5 min Cool Down Run,2024-05-23 14:00 (UTC),42,,,,3.20,0.27,32,,1.00,18:45
2025-01-04 13:51 (UTC),On Demand,Matt Wilpers,10,Stretching,Post-Run Stretch,10 min Post-Run Stretch,2022-12-15 15:00 (UTC),,,,,,,29,,,
2025-01-04 21:28 (GMT),On Demand,Kirra Michel,30,Yoga,Flow,30 min Alternative Yoga Flow,2025-01-04 16:24 (GMT),,,,,,,85,,,
2025-01-04 22:04 (GMT),On Demand,Matty Maggiacomo,15,Stretching,Full Body Stretch,15 min Evening Stretch,2024-10-25 05:00 (GMT),,,,,,,29,,,
2025-01-04 23:28 (GMT),On Demand,Katie Wang,10,Strength,Core,10 min Core Strength,2024-12-20 14:59 (GMT),,,,,,,24,,,
2025-01-05 01:16 (GMT),On Demand,Aditi Shah,15,Meditation,Sleep,15 min Sleep Meditation,2024-12-23 03:00 (GMT),,,,,,,,,,
2025-01-05 08:54 (UTC),On Demand,Adrian Williams,5,Running,Warm Up,5 min Warm Up Run,2024-11-05 05:00 (UTC),0,,,,0,0,0,,1.00,
2025-01-05 09:01 (UTC),On Demand,Jon Hosking,30,Running,Music,30 min Top 50 Music Run: #20-11,2024-12-29 05:00 (UTC),26,,,,5.41,0.17,20,,1.00,11:06
2025-01-05 09:03 (UTC),On Demand,Olivia Amato,30,Running,Music,30 min Top 50 Music Run: #10-1,2024-12-30 05:00 (UTC),605,,,,7.72,3.87,472,,1.08,7:46
2025-01-05 12:16 (UTC),On Demand,Erik Jager,20,Stretching,Full Body Stretch,20 min Full Body Stretch,2025-01-01 05:00 (UTC),,,,,,,39,,,
2025-01-05 13:36 (GMT),,,38,Walking,,38 min 41 sec Outdoor Walking,,248,,,,2.13,1.38,121,,,
2025-01-05 21:15 (GMT),,,77,Cycling,,77 min Entertainment Ride,,423,91,37%,79,15.49,20.00,568,,,
2025-01-05 22:35 (UTC),On Demand,Hannah Frankson,10,Stretching,Pre & Post-Ride Stretch,10 min Post-Ride Stretch,2024-06-28 06:00 (UTC),,,,,,,19,,,
2025-01-06 01:34 (GMT),On Demand,Kirra Michel,15,Meditation,Sleep,15 min Sleep Meditation,2024-12-01 06:00 (GMT),,,,,,,,,,
2025-01-06 08:41 (UTC),On Demand,Chelsea Jackson Roberts,30,Yoga,Morning,30 min Morning Yoga Flow,2021-05-13 14:22 (UTC),,,,,,,70,,,
2025-01-06 14:56 (UTC),On Demand,Susie Chan,30,Walking,Music Walk,30 min Pop Walk,2024-12-18 05:00 (UTC),224,,,,2.86,1.44,93,,,
2025-01-06 17:03 (UTC),Live,Andy Speer,30,Strength,Upper Body,30 min Metal Upper Body Strength,2025-01-06 16:53 (UTC),,,,,,,75,,,
2025-01-06 21:34 (GMT),On Demand,Katie Wang,20,Strength,Upper Body,20 min Pop Punk Arms & Shoulders,2025-01-03 14:25 (GMT),,,,,,,73,,,
2025-01-06 22:03 (GMT),On Demand,Katie Wang,30,Strength,Upper Body,30 min Upper Body Strength,2024-12-13 14:25 (GMT),,,,,,,109,,,
2025-01-06 22:42 (GMT),On Demand,Katie Wang,10,Strength,Core,10 min Core Strength,2024-09-20 05:00 (GMT),,,,,,,36,,,
2025-01-06 22:57 (GMT),On Demand,Nico Sarani,10,Stretching,Foam Rolling,10 min Foam Rolling: Lower Body,2025-01-06 05:00 (GMT),,,,,,,18,,,
2025-01-06 23:16 (GMT),On Demand,Kirra Michel,30,Yoga,Power,30 min Top 50 Music Power Flow: #50-41,2024-12-26 15:00 (GMT),,,,,,,66,,,
2025-01-07 08:16 (UTC),On Demand,Aditi Shah,20,Yoga,Focus Flow,20 min Focus Flow: Core,2024-12-17 12:54 (UTC),,,,,,,54,,,
2025-01-07 18:42 (UTC),On Demand,Andy Speer,5,Running,Warm Up,5 min Warm Up Run,2024-10-22 04:00 (UTC),32,,,,2.47,0.20,25,,1.00,24:18
2025-01-07 18:50 (UTC),On Demand,Adrian Williams,20,Running,Intervals,20 min Intervals Run,2024-06-05 14:00 (UTC),441,,,,8.50,2.83,345,,1.00,7:04
2025-01-07 19:12 (UTC),On Demand,Becs Gentry,10,Running,Music,Extra 10: Listening Party Run,2024-09-06 04:00 (UTC),221,,,,8.51,1.42,173,,1.00,7:03
2025-01-07 19:24 (UTC),On Demand,Mariana Fernandez,5,Running,Cool Down,5 min Cool Down Run,2024-12-10 05:00 (UTC),39,,,,3.00,0.25,30,,1.00,20:00
2025-01-07 20:08 (UTC),On Demand,Hannah Corbin,15,Stretching,Foam Rolling,15 min Foam Rolling: Full Body,2024-12-12 05:00 (UTC),,,,,,,29,,,
2025-01-07 21:17 (GMT),,,37,Cycling,,37 min Entertainment Ride,,219,97,38%,81,15.93,10.03,295,,,
2025-01-07 23:15 (UTC),Live,Kirra Michel,20,Yoga,Yin Yoga,20 min Yin Yoga,2025-01-07 23:11 (UTC),,,,,,,,,,
2025-01-08 07:17 (UTC),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-12-10 12:24 (UTC),,,,,,,,,,
2025-01-08 22:57 (GMT),On Demand,Katie Wang,10,Strength,Warm Up,10 min Upper Body Strength Warm Up,2025-01-08 05:00 (GMT),,,,,,,22,,,
2025-01-08 23:10 (GMT),On Demand,Katie Wang,20,Strength,Upper Body,20 min Upper Body Strength Benchmark,2024-12-12 05:00 (GMT),,,,,,,14,,,
2025-01-08 23:33 (GMT),On Demand,Rebecca Kennedy,30,Strength,Upper Body,30 min Upper Body Strength,2025-01-05 19:24 (GMT),,,,,,,42,,,
2025-01-09 00:05 (GMT),On Demand,Matty Maggiacomo,10,Stretching,Full Body Stretch,10 min Evening Stretch,2024-11-22 05:00 (GMT),,,,,,,18,,,
2025-01-09 21:47 (GMT),,,71,Cycling,,72 min Entertainment Ride,,315,73,34%,78,13.99,16.76,424,,,
2025-01-09 23:30 (GMT),On Demand,Mariana Fernandez,60,Yoga,Flow,60 min Yoga Flow,2025-01-05 16:24 (GMT),,,,,,,21,,,
2025-01-10 00:54 (GMT),On Demand,Kirra Michel,15,Meditation,Sleep,15 min Sleep Meditation,2025-01-06 03:00 (GMT),,,,,,,,,,
2025-01-10 22:15 (GMT),On Demand,Andy Speer,60,Strength,Full Body,60 min Total Strength,2025-01-05 17:26 (GMT),,,,,,,39,,,
2025-01-10 23:18 (GMT),On Demand,Katie Wang,30,Strength,Full Body,30 min Full Body Strength,2025-01-10 14:24 (GMT),,,,,,,20,,,
2025-01-11 13:40 (UTC),On Demand,Adrian Williams,5,Running,Warm Up,5 min Warm Up Run,2024-11-05 05:00 (UTC),42,,,,3.00,0.25,33,,2.40,20:00
2025-01-11 13:47 (UTC),On Demand,Matt Wilpers,30,Running,Endurance,30 min Endurance Run,2025-01-02 11:25 (UTC),674,,,,8.35,4.18,526,,1.73,7:11
2025-01-11 14:19 (UTC),On Demand,Robin Arzon,10,Running,Endurance,Extra 10: Endurance,2024-12-16 05:00 (UTC),218,,,,8.39,1.40,170,,1.05,7:09
2025-01-11 14:36 (UTC),On Demand,Matt Wilpers,45,Running,Endurance,45 min Endurance Run,2024-11-04 15:00 (UTC),951,,,,8.08,6.06,743,,1.17,7:25
2025-01-11 15:23 (UTC),On Demand,Matt Wilpers,5,Running,Cool Down,5 min Cool Down Run,2024-05-23 14:00 (UTC),37,,,,2.90,0.24,29,,1.00,20:42
2025-01-11 15:29 (UTC),On Demand,Matt Wilpers,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2024-01-30 07:00 (UTC),,,,,,,14,,,
2025-01-11 22:54 (GMT),On Demand,Denis Morton,30,Yoga,Flow,30 min 90s Yoga Flow,2025-01-10 12:26 (GMT),,,,,,,15,,,
2025-01-12 01:10 (GMT),On Demand,Kirra Michel,15,Meditation,Sleep,15 min Sleep Meditation,2025-01-06 03:00 (GMT),,,,,,,,,,
2025-01-12 13:25 (GMT),,,56,Walking,,56 min 55 sec Outdoor Walking,,403,,,,2.52,2.52,177,,,
2025-01-12 22:43 (GMT),On Demand,Andy Speer,60,Strength,Full Body,60 min Total Strength,2025-01-12 17:26 (GMT),,,,,,,29,,,
2025-01-12 23:47 (GMT),On Demand,Erik Jager,10,Stretching,Mobility,10 min Upper Body Mobility,2025-01-08 05:00 (GMT),,,,,,,18,,,
2025-01-13 01:09 (GMT),On Demand,Nico Sarani,10,Meditation,Sleep,10 min Sleep Meditation,2025-01-10 15:00 (GMT),,,,,,,,,,
2025-01-13 23:44 (UTC),On Demand,Anna Greenberg,30,Yoga,Flow,30 min Yoga Flow,2025-01-12 18:24 (UTC),,,,,,,88,,,
2025-01-14 01:23 (GMT),On Demand,Kirra Michel,30,Meditation,Sleep,30 min Sleep Meditation,2024-01-10 16:00 (GMT),,,,,,,,,,
2025-01-14 19:41 (UTC),On Demand,Emma Lovewell,30,Walking,Music,30 min EDM Walk,2025-01-12 19:24 (UTC),356,,,,4.19,2.09,279,,,
2025-01-14 22:30 (GMT),Live,Rad Lopez,20,Strength,Upper Body,20 min Arms & Shoulders Strength,2025-01-14 22:24 (GMT),,,,,,,78,,,
2025-01-14 23:02 (GMT),Live,Rad Lopez,10,Strength,Lower Body,10 min Glutes & Legs Strength,2025-01-14 22:56 (GMT),,,,,,,32,,,
2025-01-14 23:15 (GMT),Live,Kirra Michel,20,Yoga,Focus Flow,20 min Focus Flow: Hips,2025-01-14 23:11 (GMT),,,,,,,52,,,
2025-01-15 22:09 (GMT),On Demand,Emma Lovewell,5,Strength,Core,5 min Core Strength,2019-03-19 19:38 (GMT),,,,,,,15,,,
2025-01-15 23:00 (GMT),On Demand,Emma Lovewell,10,Strength,Core,10 min Core Strength,2018-10-05 17:56 (GMT),,,,,,,8,,,
2025-01-15 23:48 (GMT),On Demand,Denis Morton,30,Yoga,Flow,30 min Yoga Flow,2025-01-04 18:25 (GMT),,,,,,,13,,,
2025-01-16 00:56 (GMT),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-05-31 16:00 (GMT),,,,,,,,,,
2025-01-16 21:43 (GMT),On Demand,Andy Speer,60,Strength,Full Body,60 min Total Strength,2024-11-24 17:25 (GMT),,,,,,,46,,,
2025-01-16 23:45 (GMT),On Demand,Chelsea Jackson Roberts,30,Yoga,Flow,30 min Hip Hop Yoga Flow,2025-01-12 14:24 (GMT),,,,,,,9,,,
2025-01-17 23:00 (GMT),On Demand,Aditi Shah,75,Yoga,Flow,75 min Yoga Flow,2021-05-06 22:55 (GMT),,,,,,,61,,,
2025-01-18 10:29 (UTC),On Demand,Kirsten Ferguson,5,Running,Warm Up,5 min Warm Up Run,2024-08-13 04:00 (UTC),29,,,,2.26,0.18,22,,0.75,26:32
2025-01-18 10:35 (UTC),On Demand,Matt Wilpers,30,Running,Speed,30 min Tempo Run,2024-11-20 05:00 (UTC),664,,,,8.53,4.27,419,149.09,1.00,7:02
2025-01-18 11:07 (UTC),On Demand,Matt Wilpers,5,Running,Cool Down,5 min Cool Down Run,2024-05-23 14:00 (UTC),39,,,,3.00,0.25,61,139.29,1.00,20:00
2025-01-18 11:13 (UTC),On Demand,Matt Wilpers,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2024-01-30 07:00 (UTC),,,,,,,35,106.06,,
2025-01-18 11:27 (UTC),On Demand,Mariana Fernandez,20,Yoga,Focus Flow,20 min Focus Flow: For Runners,2024-11-01 04:00 (UTC),,,,,,,53,,,
2025-01-18 14:20 (GMT),,,95,Running,,95 min 9 sec Outdoor Running,,448,,,,0.29,0.47,743,,0,60:00+
2025-01-18 22:12 (UTC),On Demand,Matt Wilpers,30,Strength,Strength for Sport,30 min Strength for Runners,2024-11-03 04:00 (UTC),,,,,,,116,,,
2025-01-18 23:06 (UTC),On Demand,Denis Morton,30,Yoga,Slow Flow,30 min Slow Flow,2025-01-18 18:26 (UTC),,,,,,,13,,,
